County,FIPS,Population,Total,TotalVotersPerCapita,Week Ending,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender
MECKLENBURG,119,1163701,788255,0.6773690148930008,05/11/2024,322483,155778,5951,274,989,0,0,0,302780,404151,240279,2072,64,22743,5100,71449,42397,45754,330998,397529,59728
MITCHELL,121,14999,11239,0.7493166211080738,05/11/2024,1044,6496,44,3,6,0,0,0,3646,10084,41,12,1,15,14,979,93,145,4979,5458,802
MONTGOMERY,123,26085,17053,0.6537473643856623,05/11/2024,5018,6313,84,2,14,0,0,0,5622,11920,2943,45,1,183,44,1283,634,836,7497,8449,1107
MOORE,125,106898,75169,0.7031843439540496,05/11/2024,14921,31042,626,14,49,0,0,0,28517,60436,7420,356,6,638,227,3899,2187,1837,33007,38771,3391
NASH,127,96551,67256,0.6965852243891829,05/11/2024,28137,19385,311,8,82,0,0,0,19333,33961,26056,348,4,337,282,4366,1902,1879,28372,34666,4218
NEW HANOVER,129,238852,180311,0.7549068042134879,05/11/2024,50214,53689,1469,57,152,0,0,0,74730,138377,19027,397,14,1465,835,15773,4423,4235,74815,88074,17422
NORTHAMPTON,131,16715,12660,0.7574035297636853,05/11/2024,7657,1565,38,4,12,0,0,0,3384,5033,6914,35,0,7,20,562,89,68,5482,6543,635
ONSLOW,133,213676,126485,0.5919476216327524,05/11/2024,24121,48075,1814,34,179,0,0,0,52262,85959,19198,473,37,1743,835,11461,6779,7928,54032,62300,10153
ORANGE,135,150626,108884,0.7228765286205568,05/11/2024,50279,13298,557,30,47,0,0,0,44673,75453,11512,234,2,5164,1035,11305,4179,4369,44747,53104,11033
PAMLICO,137,12423,10296,0.8287853175561458,05/11/2024,2765,4165,61,5,8,0,0,0,3292,8015,1426,27,0,40,16,657,115,121,4578,5113,605
PASQUOTANK,139,41444,29962,0.7229514525624939,05/11/2024,10927,7666,218,7,36,0,0,0,11108,16916,9908,40,2,157,168,2088,683,439,12843,15053,2066
PENDER,141,68521,49289,0.7193269216736475,05/11/2024,10776,19842,429,14,58,0,0,0,18170,37928,5780,125,4,224,150,3828,1250,1361,21539,23872,3878
PERQUIMANS,143,13377,10263,0.7672123794572774,05/11/2024,2894,3582,58,2,12,0,0,0,3715,7569,1971,19,2,21,24,549,108,65,4492,5191,580
PERSON,145,39737,27616,0.6949694239625538,05/11/2024,9375,8209,123,6,18,0,0,0,9885,17943,6865,117,2,58,102,1990,539,538,11896,13865,1855
PITT,147,175119,121938,0.6963150771760916,05/11/2024,47960,30745,786,35,134,0,0,0,42278,64932,40412,248,8,1064,697,10160,4417,3542,49267,61755,10916
POLK,149,20060,16617,0.8283649052841475,05/11/2024,3569,6243,114,5,13,0,0,0,6673,14726,581,10,2,52,37,938,271,312,7367,8718,532
RANDOLPH,151,147458,95522,0.647791235470439,05/11/2024,14822,49746,602,9,76,0,0,0,30267,77801,6075,312,7,714,220,6754,3639,4072,42257,47256,6009
RICHMOND,153,42324,28582,0.6753142425101597,05/11/2024,11775,7600,131,8,37,0,0,0,9031,16790,8869,413,0,153,58,1478,821,631,12502,14755,1325
ROBESON,155,117365,73674,0.6277339922464108,05/11/2024,34675,13899,246,11,116,0,0,0,24727,20417,19159,25301,27,307,468,5010,2985,2317,31504,39145,3025
ROCKINGHAM,157,92518,61360,0.6632222918783371,05/11/2024,17302,24358,332,14,44,0,0,0,19310,42925,11023,98,0,214,169,5717,1214,1308,27305,31972,2083
ROWAN,159,151661,96898,0.6389117835171864,05/11/2024,22180,41503,625,17,145,0,0,0,32428,70499,15267,175,6,511,337,7339,2764,3210,41857,47705,7336
RUTHERFORD,161,65507,46292,0.7066725693437342,05/11/2024,9686,20031,254,6,34,0,0,0,16281,37657,3963,53,0,137,117,3484,881,936,20028,23035,3229
SAMPSON,163,59601,38107,0.6393684669720306,05/11/2024,12504,15427,178,3,67,0,0,0,9928,22117,9973,533,0,95,127,2961,2301,3008,16562,19619,1926
SCOTLAND,165,34376,21421,0.6231382359785897,05/11/2024,9711,4609,78,8,24,0,0,0,6991,9592,8013,1694,10,162,93,1590,267,232,8785,11147,1489
STANLY,167,65699,44353,0.6750939892540221,05/11/2024,8342,21156,215,19,78,0,0,0,14543,34247,4592,78,3,432,64,4152,785,753,18761,21293,4299
STOKES,169,45532,32343,0.7103355881577792,05/11/2024,5125,16974,216,11,21,0,0,0,9996,27835,1186,52,1,63,77,2734,395,471,15386,16898,59
SURRY,171,71462,47642,0.6666759956340432,05/11/2024,9070,22302,242,15,38,0,0,0,15975,40477,1686,47,2,126,94,3726,1484,2173,21022,23573,3047
SWAIN,173,13916,9806,0.7046565104915206,05/11/2024,2737,3112,67,5,5,0,0,0,3880,7490,99,1538,1,35,30,490,123,85,4453,4954,399
TRANSYLVANIA,175,33549,26167,0.7799636352797401,05/11/2024,5605,8433,154,3,14,0,0,0,11958,23311,727,50,1,88,75,1599,316,270,11434,13185,1548
TYRRELL,177,3461,2296,0.6633920832129442,05/11/2024,987,460,8,0,1,0,0,0,840,1407,636,3,0,20,5,180,45,42,1009,1098,189
UNION,179,256452,178115,0.694535429632056,05/11/2024,39764,70530,1179,47,175,0,0,0,66420,124733,19855,523,11,4206,785,19763,8239,9110,76453,84821,16841
VANCE,181,42301,28179,0.6661544644334649,05/11/2024,15982,5011,104,7,29,0,0,0,7046,11275,13949,60,1,91,104,1980,719,775,11569,14790,1820
WAKE,183,1190275,821165,0.6898951922874966,05/11/2024,285906,176128,6308,262,888,0,0,0,351673,503270,147043,2119,58,34224,5479,87096,41876,36502,346744,398040,76381
WARREN,185,18836,13258,0.7038649394775961,05/11/2024,7757,2310,42,1,16,0,0,0,3132,5488,6250,528,2,26,46,742,176,131,5685,6829,744
WASHINGTON,187,10713,7906,0.7379818911602726,05/11/2024,4490,1404,24,0,1,0,0,0,1987,3598,3708,9,0,18,17,469,87,65,3323,4137,446
WATAUGA,189,54748,44223,0.807755534448747,05/11/2024,11242,12399,399,47,11,0,0,0,20125,38571,841,62,10,375,456,3120,788,1270,19069,22111,3043
WAYNE,191,118686,74377,0.6266703739278432,05/11/2024,26550,25525,442,16,160,0,0,0,21684,41314,23245,134,4,521,339,5200,3620,3221,31277,37605,5495
WILKES,193,66013,44062,0.6674745883386606,05/11/2024,6685,24157,209,5,31,0,0,0,12975,38531,1585,47,0,132,118,2841,808,990,19499,21543,3020
WILSON,195,78970,55188,0.698847663669748,05/11/2024,24667,13924,245,10,69,0,0,0,16273,27019,21833,116,0,283,169,3741,2027,1959,23046,29038,3104
YADKIN,197,37774,24880,0.6586541007041881,05/11/2024,2926,14154,138,4,16,0,0,0,7642,21645,726,23,1,59,37,1612,777,1020,11143,12198,1539
YANCEY,199,18938,14269,0.7534586545569754,05/11/2024,3682,5395,86,2,15,0,0,0,5089,13021,75,25,1,27,26,949,145,158,6428,7008,833
ALAMANCE,001,179165,113390,0.6328803058633103,05/18/2024,36926,36571,694,25,51,0,0,0,39123,73655,23457,259,10,1076,673,9555,4705,6056,47330,57348,8712
ALEXANDER,003,36473,25110,0.6884544731719354,05/18/2024,4096,12158,113,3,18,0,0,0,8722,22009,960,35,1,154,37,1540,374,511,11388,12155,1567
ALLEGHANY,005,11342,7991,0.704549462175983,05/18/2024,1726,3372,43,0,6,0,0,0,2844,7098,74,7,0,6,15,652,139,241,3563,3826,602
ANSON,007,21897,16031,0.7321094213819245,05/18/2024,8732,3104,56,2,11,0,0,0,4126,6790,6431,31,1,97,22,2473,186,141,6108,7374,2549
ASHE,009,27063,20180,0.7456675165354912,05/18/2024,3703,9232,106,2,10,0,0,0,7127,18555,118,24,2,52,18,1190,221,335,9079,10015,1086
AVERY,011,17561,12825,0.7303114856784921,05/18/2024,1294,7352,64,1,10,0,0,0,4104,11640,63,19,0,25,19,939,120,117,5735,6280,810
BEAUFORT,013,44481,34145,0.7676311234010027,05/18/2024,10198,12824,134,3,16,0,0,0,10970,23868,7146,41,2,59,68,2243,718,690,14624,17187,2334
BERTIE,015,16922,12582,0.7435291336721428,05/18/2024,7616,1701,38,1,2,0,0,0,3224,4578,7079,19,1,32,18,785,70,56,5244,6555,783
BLADEN,017,29484,22423,0.7605141771808438,05/18/2024,9116,5475,89,2,11,0,0,0,7730,12561,7472,403,3,23,91,1355,515,613,9775,11519,1129
BRUNSWICK,019,159964,131472,0.8218849241079242,05/18/2024,27123,53141,714,18,78,0,0,0,50398,109430,8972,385,9,522,253,9691,2210,2109,55907,64762,10803
BUNCOMBE,021,275901,208744,0.7565902262043269,05/18/2024,72489,44842,1644,110,190,0,0,0,89469,173644,10195,343,45,1561,988,16384,5584,5457,89072,104401,15271
BURKE,023,88338,58813,0.6657723742896602,05/18/2024,12440,23575,359,8,27,0,0,0,22404,49137,3059,89,1,949,128,4073,1377,1419,25794,28745,4274
CABARRUS,025,240016,155164,0.6464735684287715,05/18/2024,43568,51324,1223,68,187,0,0,0,58794,97440,31484,397,10,3555,743,14616,6919,7439,65152,76400,13612
CALDWELL,027,80574,53763,0.6672499813835728,05/18/2024,9255,26521,371,5,32,0,0,0,17579,45976,2549,73,0,185,134,3908,938,1166,23810,26374,3579
CAMDEN,029,11137,8505,0.7636706473915776,05/18/2024,1408,3219,75,0,12,0,0,0,3791,6970,935,10,1,35,18,381,155,64,3893,4181,431
CARTERET,031,69615,56516,0.8118365294835883,05/18/2024,9257,25967,357,7,36,0,0,0,20892,48922,2226,105,7,297,136,4073,750,749,24522,27764,4230
CASWELL,033,22807,15204,0.6666374358749507,05/18/2024,5928,4267,62,2,7,0,0,0,4938,9421,4535,23,1,30,49,931,214,234,6661,7595,948
CATAWBA,035,164645,111658,0.6781742536973488,05/18/2024,20045,48275,672,19,137,0,0,0,42510,86822,8726,144,4,2522,343,8587,4510,4971,48768,54315,8575
CHATHAM,037,81624,60750,0.7442663922375772,05/18/2024,20958,14354,326,13,49,0,0,0,25050,44575,5853,125,3,1062,256,6877,1999,2355,25013,29122,6615
CHEROKEE,039,29959,23291,0.7774291531760072,05/18/2024,3276,11961,151,1,9,0,0,0,7893,21700,247,117,1,88,32,873,233,247,10989,11825,477
CHOWAN,041,13891,10405,0.7490461449859621,05/18/2024,3626,3176,43,1,10,0,0,0,3549,6795,2859,13,5,16,24,576,117,92,4517,5513,375
CLAY,043,11864,9832,0.8287255563047876,05/18/2024,1378,4775,61,0,2,0,0,0,3616,9231,42,16,0,17,10,438,78,91,4493,4933,406
CLEVELAND,045,101378,67706,0.6678569314841485,05/18/2024,19681,26064,410,13,52,0,0,0,21486,47141,13312,89,4,314,221,5457,1168,1087,28871,33481,5354
COLUMBUS,047,50121,36241,0.7230701701881447,05/18/2024,13870,10821,114,4,6,0,0,0,11426,21958,10216,942,4,63,85,2380,593,562,15575,18418,2248
CRAVEN,049,102391,76262,0.744811555703138,05/18/2024,19886,28275,595,21,100,0,0,0,27385,53090,14263,181,8,1195,285,4870,2370,2219,32687,38797,4778
CUMBERLAND,051,337890,212997,0.6303737902867798,05/18/2024,86723,48947,1831,82,304,0,0,0,75110,86226,84910,2348,69,3442,2072,20720,13210,13835,85789,106798,20410
CURRITUCK,053,31593,24234,0.7670686544487703,05/18/2024,3349,10224,218,4,35,0,0,0,10404,20972,1196,47,3,104,75,1371,466,261,11130,11776,1328
DARE,055,38110,33189,0.870873786407767,05/18/2024,7465,11409,258,10,25,0,0,0,14022,30012,558,37,1,127,62,1802,590,359,14957,16462,1770
DAVIDSON,057,174804,116071,0.6640065444726665,05/18/2024,21187,55948,706,18,139,0,0,0,38073,92221,10695,244,6,864,263,8815,2963,3318,50409,57127,8535
DAVIE,059,44599,32485,0.7283795600798224,05/18/2024,4631,16508,158,10,43,0,0,0,11135,27329,1925,45,0,140,80,2302,664,879,14396,16069,2020
DUPLIN,061,49520,31420,0.6344911147011308,05/18/2024,10680,9897,131,9,27,0,0,0,10676,18348,8074,72,1,69,135,3102,1619,2420,13327,15610,2483
DURHAM,063,336892,234850,0.6971076784251333,05/18/2024,124268,23310,1189,77,243,0,0,0,85763,113384,73042,568,38,8556,2680,26630,9952,11756,92650,117801,24399
EDGECOMBE,065,48832,34080,0.6979030144167759,05/18/2024,20339,6593,105,4,36,0,0,0,7003,11951,19194,58,2,46,113,2111,605,631,13833,18156,2091
FORSYTH,067,392921,263721,0.6711807208064725,05/18/2024,96831,70782,1677,88,278,0,0,0,94065,158866,65069,511,29,3410,1521,23614,10701,13730,108168,133275,22278
FRANKLIN,069,77001,51975,0.6749912338800795,05/18/2024,16726,16246,388,9,49,0,0,0,18557,32911,11984,140,3,313,192,4706,1726,1952,21773,24970,5232
GASTON,071,237242,156237,0.6585553991283163,05/18/2024,40325,60384,1178,34,258,0,0,0,54058,108483,27541,332,5,1357,656,12484,5379,6106,66607,78357,11273
GATES,073,10343,8253,0.797930967804312,05/18/2024,3407,2131,37,2,8,0,0,0,2668,5138,2446,15,0,11,40,519,84,55,3598,4096,559
GRAHAM,075,8052,6095,0.7569547938400397,05/18/2024,1077,3080,33,0,1,0,0,0,1904,5528,9,262,1,19,5,229,42,40,2859,3029,207
GRANVILLE,077,62192,40554,0.6520774376125547,05/18/2024,15862,11019,219,7,55,0,0,0,13392,23069,11478,77,3,180,193,4265,1289,1215,16487,19085,4982
GREENE,079,20530,10885,0.5301997077447638,05/18/2024,4787,2522,28,1,13,0,0,0,3534,5932,3748,12,0,17,24,673,479,522,4708,5615,562
GUILFORD,081,549866,376552,0.6848068438492287,05/18/2024,154514,88250,2211,98,289,0,0,0,131190,193030,125294,946,27,9726,2683,30112,14734,14240,157932,196953,21667
HALIFAX,083,47298,35743,0.7556979153452578,05/18/2024,20268,4849,102,3,42,0,0,0,10479,13688,18347,1038,5,172,138,1943,412,312,15269,18577,1897
HARNETT,085,141477,86186,0.6091873590760336,05/18/2024,23896,30965,804,32,128,0,0,0,30361,53316,17591,472,17,659,505,8980,4646,5481,35916,42138,8132
HAYWOOD,087,62969,45898,0.728898346805571,05/18/2024,11869,16164,309,14,25,0,0,0,17517,42357,474,117,0,153,97,2162,538,625,20691,23543,1664
HENDERSON,089,119230,89206,0.7481841818334312,05/18/2024,17033,32058,622,28,74,0,0,0,39391,77413,2376,145,10,540,387,5875,2460,2971,38296,45497,5413
HERTFORD,091,19453,13768,0.7077571582789287,05/18/2024,8776,1563,38,2,9,0,0,0,3380,4448,8280,93,2,41,57,703,144,99,5680,7426,662
HOKE,093,54446,33632,0.6177129633030893,05/18/2024,13744,7462,311,16,26,0,0,0,12073,13198,12672,1964,16,348,250,2811,2373,2468,14578,17381,1673
HYDE,095,4607,3172,0.6885174734100282,05/18/2024,1353,678,16,0,0,0,0,0,1125,2375,569,0,0,1,9,174,44,67,1412,1597,163
IREDELL,097,199710,138676,0.6943868609483751,05/18/2024,27205,57103,898,29,125,0,0,0,53316,107844,14887,220,5,1519,447,9475,4279,4952,61255,67821,9600
JACKSON,099,44574,29725,0.6668685780948534,05/18/2024,8299,8451,252,16,12,0,0,0,12695,24394,616,1524,6,238,186,2111,650,775,12986,14540,2199
JOHNSTON,101,241955,155576,0.642995598355066,05/18/2024,39871,57603,1215,47,314,0,0,0,56526,104556,25943,436,16,949,645,16158,6873,8960,67404,77549,10623
JONES,103,9401,7177,0.7634294224018722,05/18/2024,2458,2358,35,0,8,0,0,0,2318,4436,2022,13,1,20,23,565,97,106,3074,3532,571
LEE,105,67059,39531,0.5894958171162707,05/18/2024,12373,12006,289,9,35,0,0,0,14819,25363,7319,140,6,258,270,3718,2457,3485,16590,19822,3119
LENOIR,107,54895,37979,0.6918480735950451,05/18/2024,16339,10488,148,12,77,0,0,0,10915,18805,14682,64,7,103,126,3352,840,892,15350,19269,3360
LINCOLN,109,95675,67657,0.7071544290567023,05/18/2024,11677,32063,433,15,62,0,0,0,23407,56969,3643,89,2,323,151,4808,1672,2151,30054,32684,4919
MACON,113,38412,28363,0.738389045090076,05/18/2024,4915,12477,194,3,7,0,0,0,10767,25973,201,65,0,117,63,1418,526,584,13119,14758,486
MADISON,115,22071,16977,0.7691994019301346,05/18/2024,4889,4808,117,10,22,0,0,0,7131,15215,128,27,0,48,44,1311,204,193,7449,8024,1504
MARTIN,117,21447,15935,0.742994358185294,05/18/2024,7566,3511,52,2,4,0,0,0,4800,8537,6259,28,0,24,51,830,206,194,6665,8451,819
MCDOWELL,111,44893,29884,0.6656717082841423,05/18/2024,5484,13116,184,6,32,0,0,0,11062,27062,819,36,1,139,128,1122,577,642,13566,15010,1308
MECKLENBURG,119,1163701,788187,0.6773105806388411,05/18/2024,322454,155768,5948,274,989,0,0,0,302754,404118,240268,2072,64,22745,5096,71423,42401,45754,330984,397495,59708
MITCHELL,121,14999,11224,0.7483165544369624,05/18/2024,1041,6488,44,3,6,0,0,0,3642,10069,41,12,1,15,14,979,93,145,4972,5451,801
MONTGOMERY,123,26085,17053,0.6537473643856623,05/18/2024,5018,6313,84,2,14,0,0,0,5622,11920,2943,45,1,183,44,1283,634,836,7497,8449,1107
MOORE,125,106898,75165,0.7031469251061759,05/18/2024,14919,31041,626,14,49,0,0,0,28516,60434,7419,356,6,638,227,3898,2187,1837,33006,38770,3389
NASH,127,96551,67243,0.6964505805222111,05/18/2024,28133,19381,310,8,82,0,0,0,19329,33953,26053,348,4,337,282,4365,1901,1878,28367,34659,4217
NEW HANOVER,129,238852,180311,0.7549068042134879,05/18/2024,50212,53690,1469,57,152,0,0,0,74731,138378,19027,396,14,1466,836,15769,4425,4236,74824,88071,17416
NORTHAMPTON,131,16715,12659,0.7573437032605445,05/18/2024,7656,1565,38,4,12,0,0,0,3384,5032,6914,35,0,7,20,562,89,68,5482,6543,634
ONSLOW,133,213676,126463,0.5918446620116438,05/18/2024,24117,48065,1812,34,179,0,0,0,52256,85944,19195,473,37,1743,835,11457,6779,7927,54022,62292,10149
ORANGE,135,150626,108804,0.7223454118146934,05/18/2024,50233,13284,556,30,47,0,0,0,44654,75393,11500,234,2,5161,1034,11302,4178,4369,44706,53066,11032
PAMLICO,137,12423,10296,0.8287853175561458,05/18/2024,2765,4165,61,5,8,0,0,0,3292,8015,1426,27,0,40,16,657,115,121,4578,5113,605
PASQUOTANK,139,41444,29960,0.7229031946723289,05/18/2024,10926,7666,218,7,36,0,0,0,11107,16914,9908,40,2,157,168,2088,683,439,12842,15052,2066
PENDER,141,68521,49275,0.7191226047489091,05/18/2024,10775,19838,429,14,58,0,0,0,18161,37917,5778,125,4,224,150,3827,1250,1361,21531,23868,3876
PERQUIMANS,143,13377,10263,0.7672123794572774,05/18/2024,2894,3582,58,2,12,0,0,0,3715,7569,1971,19,2,21,24,549,108,65,4492,5191,580
PERSON,145,39737,27718,0.6975363011802602,05/18/2024,9394,8241,124,6,18,0,0,0,9935,18006,6881,117,2,58,102,2002,550,549,11935,13909,1874
PITT,147,175119,121932,0.6962808147602487,05/18/2024,47958,30746,786,35,134,0,0,0,42273,64928,40415,249,8,1064,697,10154,4417,3542,49266,61759,10907
POLK,149,20060,16615,0.8282652043868395,05/18/2024,3567,6243,114,5,13,0,0,0,6673,14723,582,10,2,52,37,938,271,312,7365,8718,532
RANDOLPH,151,147458,95508,0.6476962931817873,05/18/2024,14818,49740,602,9,76,0,0,0,30263,77790,6075,312,7,714,220,6751,3639,4072,42253,47249,6006
RICHMOND,153,42324,28577,0.6751961062281447,05/18/2024,11774,7599,131,8,37,0,0,0,9028,16789,8867,412,0,153,58,1477,821,631,12498,14755,1324
ROBESON,155,117365,73672,0.6277169513909598,05/18/2024,34675,13897,246,11,116,0,0,0,24727,20415,19159,25302,27,307,469,5007,2986,2318,31506,39144,3022
ROCKINGHAM,157,92518,61338,0.6629845003134525,05/18/2024,17289,24349,332,14,45,0,0,0,19309,42907,11016,97,0,214,169,5719,1216,1308,27294,31958,2086
ROWAN,159,151661,96861,0.6386678183580485,05/18/2024,22169,41483,625,17,145,0,0,0,32422,70473,15259,175,6,511,337,7337,2763,3210,41838,47689,7334
RUTHERFORD,161,65507,46274,0.7063977895492085,05/18/2024,9679,20026,254,6,34,0,0,0,16275,37644,3960,53,0,137,117,3482,881,936,20020,23027,3227
SAMPSON,163,59601,38104,0.6393181322461032,05/18/2024,12503,15427,177,3,67,0,0,0,9927,22115,9972,533,0,95,127,2961,2301,3008,16561,19617,1926
SCOTLAND,165,34376,21420,0.6231091459157552,05/18/2024,9711,4608,78,8,24,0,0,0,6991,9591,8013,1694,10,162,93,1590,267,232,8785,11146,1489
STANLY,167,65699,44351,0.6750635473903712,05/18/2024,8342,21154,215,19,78,0,0,0,14543,34245,4592,78,3,432,64,4152,785,753,18759,21292,4300
STOKES,169,45532,32298,0.7093472722480892,05/18/2024,5105,16956,215,11,21,0,0,0,9990,27793,1183,53,1,63,77,2733,395,472,15365,16874,59
SURRY,171,71462,47570,0.6656684671573704,05/18/2024,9041,22274,242,15,38,0,0,0,15960,40410,1686,47,2,126,94,3719,1486,2173,20991,23535,3044
SWAIN,173,13916,9769,0.7019977004886462,05/18/2024,2721,3104,67,5,5,0,0,0,3867,7460,98,1534,1,35,29,489,123,85,4436,4934,399
TRANSYLVANIA,175,33549,26159,0.7797251780977078,05/18/2024,5604,8432,154,3,14,0,0,0,11952,23303,727,50,1,88,75,1599,316,268,11431,13180,1548
TYRRELL,177,3461,2296,0.6633920832129442,05/18/2024,987,460,8,0,1,0,0,0,840,1407,636,3,0,20,5,180,45,42,1009,1098,189
UNION,179,256452,178045,0.6942624740692215,05/18/2024,39743,70503,1179,47,175,0,0,0,66398,124678,19847,523,11,4205,785,19758,8238,9108,76415,84794,16836
VANCE,181,42301,28168,0.6658944232996856,05/18/2024,15978,5007,104,7,29,0,0,0,7043,11269,13945,60,1,91,104,1980,718,774,11562,14786,1820
WAKE,183,1190275,821110,0.6898489844783768,05/18/2024,285886,176120,6307,262,888,0,0,0,351647,503245,147032,2119,58,34222,5478,87081,41875,36496,346729,398014,76367
WARREN,185,18836,13265,0.7042365682735188,05/18/2024,7756,2313,42,1,16,0,0,0,3137,5494,6248,528,2,26,46,744,177,132,5689,6830,746
WASHINGTON,187,10713,7906,0.7379818911602726,05/18/2024,4490,1404,24,0,1,0,0,0,1987,3598,3708,9,0,18,17,469,87,65,3323,4137,446
WATAUGA,189,54748,44203,0.8073902243004311,05/18/2024,11235,12390,399,47,11,0,0,0,20121,38554,841,62,10,375,456,3118,787,1268,19061,22100,3042
WAYNE,191,118686,74363,0.6265524156176803,05/18/2024,26547,25520,442,16,160,0,0,0,21678,41308,23239,134,4,521,339,5198,3620,3220,31265,37605,5493
WILKES,193,66013,44062,0.6674745883386606,05/18/2024,6685,24157,209,5,31,0,0,0,12975,38531,1585,47,0,132,118,2841,808,990,19499,21543,3020
WILSON,195,78970,55234,0.6994301633531721,05/18/2024,24657,13938,249,10,73,0,0,0,16307,27041,21835,116,0,284,170,3749,2039,1972,23068,29051,3115
YADKIN,197,37774,24834,0.6574363318684809,05/18/2024,2914,14127,138,4,16,0,0,0,7635,21603,726,23,1,59,37,1609,776,1019,11129,12172,1533
YANCEY,199,18938,14250,0.7524553807160207,05/18/2024,3676,5391,86,2,15,0,0,0,5080,13004,75,25,1,27,26,947,145,158,6420,6998,832
ALAMANCE,001,179165,113343,0.6326179778416543,05/25/2024,36909,36556,694,25,51,0,0,0,39108,73628,23444,258,10,1076,672,9551,4704,6055,47317,57318,8708
ALEXANDER,003,36473,25103,0.6882625503797329,05/25/2024,4095,12154,113,3,18,0,0,0,8720,22004,960,35,1,154,37,1539,373,511,11383,12155,1565
ALLEGHANY,005,11342,7987,0.7041967906894727,05/25/2024,1726,3369,43,0,6,0,0,0,2843,7096,74,7,0,6,15,650,139,241,3561,3826,600
ANSON,007,21897,16073,0.7340274923505503,05/25/2024,8746,3118,57,2,14,0,0,0,4136,6807,6450,31,1,97,22,2478,187,141,6124,7392,2557
ASHE,009,27063,20176,0.7455197132616488,05/25/2024,3701,9231,106,2,10,0,0,0,7126,18550,118,24,2,52,18,1191,221,335,9078,10011,1087
AVERY,011,17561,12824,0.730254541313137,05/25/2024,1294,7351,64,1,10,0,0,0,4104,11639,63,19,0,25,19,939,120,117,5735,6279,810
BEAUFORT,013,44481,34542,0.7765562824576786,05/25/2024,10210,13021,132,3,25,0,0,0,11151,24163,7199,41,2,61,68,2264,744,709,14796,17371,2375
BERTIE,015,16922,12577,0.7432336603238388,05/25/2024,7612,1701,38,1,2,0,0,0,3223,4576,7076,19,1,32,18,785,70,56,5242,6552,783
BLADEN,017,29484,22361,0.7584113417446751,05/25/2024,9083,5467,89,2,11,0,0,0,7709,12535,7442,402,3,23,91,1350,515,612,9746,11487,1128
BRUNSWICK,019,159964,131453,0.8217661473831612,05/25/2024,27118,53133,714,18,78,0,0,0,50392,109415,8972,385,9,522,253,9688,2209,2109,55902,64756,10795
BUNCOMBE,021,275901,211055,0.7649664191141026,05/25/2024,72790,45233,1666,121,258,0,0,0,90987,175498,10311,350,47,1591,999,16520,5739,5564,90116,105474,15465
BURKE,023,88338,58789,0.665500690529557,05/25/2024,12440,23564,359,8,27,0,0,0,22391,49120,3057,89,1,948,128,4069,1377,1419,25780,28740,4269
